,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
57,dv1-1,Dratini,Pokémon,['Basic'],,40,['Dragon'],,,"[{'name': 'Wrap', 'cost': ['Grass', 'Lightning'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Dragon', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'dv1', 'name': 'Dragon Vault', 'series': 'Black & White', 'printedTotal': 20, 'total': 21, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRV', 'releaseDate': '2012/10/05', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/dv1/symbol.png', 'logo': 'https://images.pokemontcg.io/dv1/logo.png'}}",1,Masakazu Fukuda,Rare Holo,"It is called the ""Mirage Pokémon"" because so few have seen it. Its shed skin has been found.",[147],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/dv1/1.png', 'large': 'https://images.pokemontcg.io/dv1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dv1-1', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 0.75, 'mid': 1.73, 'high': 6.58, 'market': 1.7, 'directLow': 2.15}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dv1-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.66, 'lowPrice': 0.15, 'trendPrice': 1.38, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.4, 'reverseHoloLow': 0.9, 'reverseHoloTrend': 1.49, 'lowPriceExPlus': 0.25, 'avg1': 0.2, 'avg7': 1.65, 'avg30': 1.61, 'reverseHoloAvg1': 1.49, 'reverseHoloAvg7': 1.41, 'reverseHoloAvg30': 1.34}}",['Dragonair'],,,,,
58,pl3-1,Absol G,Pokémon,"['Basic', 'SP']",59,70,['Darkness'],,,"[{'name': 'Feint Attack', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.""}, {'name': 'Doom News', 'cost': ['Darkness', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Return all Energy cards attached to Absol G to your hand. The Defending Pokémon is Knocked Out at the end of your opponent's next turn.""}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'pl3', 'name': 'Supreme Victors', 'series': 'Platinum', 'printedTotal': 147, 'total': 153, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SV', 'releaseDate': '2009/08/19', 'updatedAt': '2018/03/07 22:40:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl3/symbol.png', 'logo': 'https://images.pokemontcg.io/pl3/logo.png'}}",1,Yusuke Ishikawa,Rare Holo,,[359],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl3/1.png', 'large': 'https://images.pokemontcg.io/pl3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl3-1', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 4.0, 'mid': 7.02, 'high': 15.0, 'market': 6.39, 'directLow': None}, 'reverseHolofoil': {'low': 7.19, 'mid': 9.8, 'high': 10.88, 'market': 8.77, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl3-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 5.75, 'lowPrice': 1.5, 'trendPrice': 5.71, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 4.15, 'reverseHoloLow': 1.5, 'reverseHoloTrend': 7.45, 'lowPriceExPlus': 3.99, 'avg1': 3.99, 'avg7': 5.24, 'avg30': 7.4, 'reverseHoloAvg1': 2.45, 'reverseHoloAvg7': 3.03, 'reverseHoloAvg30': 6.91}}",,,,,,
59,xy2-1,Caterpie,Pokémon,['Basic'],,40,['Grass'],,"[{'name': 'Adaptive Evolution', 'text': 'This Pokémon can evolve during your first turn or the turn you play it.', 'type': 'Ability'}]","[{'name': 'Bug Bite', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 110, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",1,Sumiyoshi Kizuki,Common,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies.",[10],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/1.png', 'large': 'https://images.pokemontcg.io/xy2/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.2, 'high': 2.06, 'market': 0.13, 'directLow': None}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.49, 'high': 3.33, 'market': 0.57, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy2-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.17, 'lowPrice': 0.02, 'trendPrice': 0.13, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.29, 'reverseHoloLow': 0.1, 'reverseHoloTrend': 0.44, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.05, 'avg30': 0.09, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.38, 'reverseHoloAvg30': 0.46}}",['Metapod'],,,,,
60,pop6-1,Bastiodon,Pokémon,['Stage 2'],51,130,['Metal'],Shieldon,"[{'name': 'Protective Wall', 'text': ""Prevent all damage done to your Benched Pokémon by your opponent's attacks."", 'type': 'Poké-Body'}]","[{'name': 'Anger Revenge', 'cost': ['Metal', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""If Bastiodon was damaged by an attack during your opponent's last turn, this attack does 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fire', 'value': '+40'}]","[{'type': 'Psychic', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pop6', 'name': 'POP Series 6', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/09/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop6/symbol.png', 'logo': 'https://images.pokemontcg.io/pop6/logo.png'}}",1,Kazuyuki Kano,Rare,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,[411],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop6/1.png', 'large': 'https://images.pokemontcg.io/pop6/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop6-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.85, 'mid': 1.39, 'high': 4.99, 'market': 1.47, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop6-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.25, 'lowPrice': 0.5, 'trendPrice': 1.85, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.98, 'avg1': 0.99, 'avg7': 1.54, 'avg30': 1.54, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,,,
61,ecard2-H2,Arcanine,Pokémon,['Stage 1'],,90,['Fire'],Growlithe,"[{'name': 'Extreme Speed', 'text': 'You pay Colorless less to retreat Arcanine for each Energy attached to it.', 'type': 'Poké-Body'}]","[{'name': 'Fire Blow', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30+', 'text': 'You may discard any number of Fire Energy cards attached to Arcanine when you use this attack. If you do, flip a number of coins equal to the number of Fire Energy cards you discarded. This attack does 30 damage plus 30 more damage for each heads.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'ecard2', 'name': 'Aquapolis', 'series': 'E-Card', 'printedTotal': 147, 'total': 182, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AQ', 'releaseDate': '2003/01/15', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ecard2/symbol.png', 'logo': 'https://images.pokemontcg.io/ecard2/logo.png'}}",H2,Kyoko Umemoto,Rare Holo,,[59],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ecard2/H2.png', 'large': 'https://images.pokemontcg.io/ecard2/H2_hires.png'}",,"{'url': 'https://prices.pokemontcg.io/cardmarket/ecard2-H2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 67.5, 'lowPrice': 14.9, 'trendPrice': 76.57, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 48.34, 'lowPriceExPlus': 41.9, 'avg1': 114.99, 'avg7': 75.5, 'avg30': 64.54, 'reverseHoloAvg1': 10.0, 'reverseHoloAvg7': 56.53, 'reverseHoloAvg30': 37.03}}",,,,,,
62,hgss4-2,Altaria,Pokémon,['Stage 1'],,90,['Colorless'],Swablu,,"[{'name': 'Midnight Eyes', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Stadium Power', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': 'If there is any Stadium card in play, this attack does 40 damage plus 30 more damage.'}]","[{'type': 'Colorless', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",,,"{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 103, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",2,Ryo Ueda,Rare Holo,It flies gracefully through the sky. Its melodic humming makes you feel like you're in a dream.,[334],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/2.png', 'large': 'https://images.pokemontcg.io/hgss4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.13, 'mid': 1.74, 'high': 2.9, 'market': 1.66, 'directLow': None}, 'reverseHolofoil': {'low': 1.2, 'mid': 1.87, 'high': 20.47, 'market': 1.78, 'directLow': 2.69}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss4-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.01, 'lowPrice': 0.3, 'trendPrice': 3.17, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.64, 'reverseHoloLow': 0.7, 'reverseHoloTrend': 4.34, 'lowPriceExPlus': 0.98, 'avg1': 1.99, 'avg7': 3.54, 'avg30': 3.07, 'reverseHoloAvg1': 1.3, 'reverseHoloAvg7': 2.31, 'reverseHoloAvg30': 3.57}}",,,,,,
63,pl3-2,Blaziken FB,Pokémon,"['Basic', 'SP']",50,80,['Fire'],,,"[{'name': 'Luring Flame', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon. The new Defending Pokémon is now Burned.""}, {'name': 'Vapor Kick', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30+', 'text': 'If your opponent has any Water Pokémon in play, this attack does 30 damage plus 30 more damage.'}]","[{'type': 'Water', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'pl3', 'name': 'Supreme Victors', 'series': 'Platinum', 'printedTotal': 147, 'total': 153, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SV', 'releaseDate': '2009/08/19', 'updatedAt': '2018/03/07 22:40:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl3/symbol.png', 'logo': 'https://images.pokemontcg.io/pl3/logo.png'}}",2,Motofumi Fujiwara,Rare Holo,,[257],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl3/2.png', 'large': 'https://images.pokemontcg.io/pl3/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl3-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 5.75, 'mid': 10.51, 'high': 20.0, 'market': 10.47, 'directLow': None}, 'reverseHolofoil': {'low': 6.68, 'mid': 11.69, 'high': 12.59, 'market': 11.47, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl3-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 5.5, 'lowPrice': 0.5, 'trendPrice': 4.0, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 5.05, 'reverseHoloLow': 1.35, 'reverseHoloTrend': 4.55, 'lowPriceExPlus': 3.0, 'avg1': 4.0, 'avg7': 4.3, 'avg30': 5.29, 'reverseHoloAvg1': 6.2, 'reverseHoloAvg7': 4.0, 'reverseHoloAvg30': 4.42}}",,,,https://prices.pokemontcg.io/tcgplayer/pl3-2,10.47,11.47
64,ex11-2,Crobat δ,Pokémon,['Stage 2'],,90,"['Grass', 'Metal']",Golbat,,"[{'name': 'Radar Jam', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""Your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand during your opponent's next turn.""}, {'name': 'Target Attack', 'cost': ['Grass', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. If that Pokémon already has damage counters on it, this attack does 60 damage instead. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Psychic', 'value': '×2'}]",,,,"{'id': 'ex11', 'name': 'Delta Species', 'series': 'EX', 'printedTotal': 113, 'total': 114, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DS', 'releaseDate': '2005/10/31', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex11/symbol.png', 'logo': 'https://images.pokemontcg.io/ex11/logo.png'}}",2,Ryo Ueda,Rare Holo,,[169],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex11/2.png', 'large': 'https://images.pokemontcg.io/ex11/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex11-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 4.36, 'mid': 6.59, 'high': 14.97, 'market': 6.72, 'directLow': 6.83}, 'reverseHolofoil': {'low': 13.3, 'mid': 14.48, 'high': 19.95, 'market': 13.97, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex11-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.96, 'lowPrice': 0.44, 'trendPrice': 3.87, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 2.18, 'reverseHoloLow': 1.09, 'reverseHoloTrend': 7.1, 'lowPriceExPlus': 2.0, 'avg1': 1.5, 'avg7': 3.68, 'avg30': 3.38, 'reverseHoloAvg1': 1.49, 'reverseHoloAvg7': 6.2, 'reverseHoloAvg30': 11.84}}",,['This Pokémon is both Grass Metal type.'],,https://prices.pokemontcg.io/tcgplayer/ex11-2,6.72,13.97
65,pop6-2,Lucario,Pokémon,['Stage 1'],30,90,['Fighting'],Riolu,,"[{'name': 'Feint', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ""This attack's damage isn't affected by Resistance.""}, {'name': 'Aura Sphere', 'cost': ['Fighting', 'Fighting'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ""Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Psychic', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'pop6', 'name': 'POP Series 6', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/09/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop6/symbol.png', 'logo': 'https://images.pokemontcg.io/pop6/logo.png'}}",2,Kouki Saitou,Rare,It has the ability to sense the auras of all things. It understands human speech.,[448],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop6/2.png', 'large': 'https://images.pokemontcg.io/pop6/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop6-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 1.78, 'mid': 3.87, 'high': 9.75, 'market': 4.1, 'directLow': 1.92}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop6-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 8.9, 'lowPrice': 2.0, 'trendPrice': 7.3, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 4.99, 'avg1': 8.9, 'avg7': 7.53, 'avg30': 6.0, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,,,
66,base4-2,Blastoise,Pokémon,['Stage 2'],52,100,['Water'],Wartortle,"[{'name': 'Rain Dance', 'text': ""As often as you like during your turn (before your attack), you may attach 1 Water Energy card to 1 of your Water Pokémon. (This doesn't use up your 1 Energy card attachment for the turn.) This power can't be used if Blastoise is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Hydro Pump', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': ""Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}]","[{'type': 'Lightning', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",2,Ken Sugimori,Rare Holo,A brutal Pokémon with pressurized water jets on its shell. They are used for high-speed tackles.,[9],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/2.png', 'large': 'https://images.pokemontcg.io/base4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 57.32, 'mid': 82.0, 'high': 200.0, 'market': 86.22, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 60.03, 'lowPrice': 24.0, 'trendPrice': 61.47, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 119.54, 'lowPriceExPlus': 59.0, 'avg1': 125.0, 'avg7': 59.35, 'avg30': 59.48, 'reverseHoloAvg1': 20.0, 'reverseHoloAvg7': 132.22, 'reverseHoloAvg30': 93.91}}",,,,https://prices.pokemontcg.io/tcgplayer/base4-2,86.22,
67,ex12-2,Aggron,Pokémon,['Stage 2'],,110,['Metal'],Lairon,,"[{'name': 'Heavy Blow', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70-', 'text': 'Does 70 damage minus 10 damage for each damage counter on Aggron. If Aggron has any React Energy cards attached to it, this attack does 70 damage instead.'}, {'name': 'Bound Crush', 'cost': ['Fighting', 'Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 60 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) During your next turn, Aggron can't use Bound Crush.""}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Grass', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'ex12', 'name': 'Legend Maker', 'series': 'EX', 'printedTotal': 92, 'total': 93, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LM', 'releaseDate': '2006/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex12/symbol.png', 'logo': 'https://images.pokemontcg.io/ex12/logo.png'}}",2,Hisao Nakamura,Rare Holo,,[306],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex12/2.png', 'large': 'https://images.pokemontcg.io/ex12/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex12-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 5.16, 'mid': 8.15, 'high': 19.99, 'market': 9.01, 'directLow': None}, 'reverseHolofoil': {'low': 12.57, 'mid': 21.19, 'high': 24.99, 'market': 9.18, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex12-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.73, 'lowPrice': 0.9, 'trendPrice': 4.56, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 3.25, 'reverseHoloLow': 2.0, 'reverseHoloTrend': 7.7, 'lowPriceExPlus': 3.99, 'avg1': 1.98, 'avg7': 4.49, 'avg30': 4.54, 'reverseHoloAvg1': 4.0, 'reverseHoloAvg7': 6.65, 'reverseHoloAvg30': 9.78}}",,,,,,
68,ex7-2,Dark Ampharos,Pokémon,['Stage 2'],,120,"['Lightning', 'Darkness']",Dark Flaaffy,"[{'name': 'Darkest Impulse', 'text': ""As long as Dark Ampharos is in play, whenever your opponent plays an Evolution card from his or her hand to evolve 1 of his or her Pokémon, put 2 damage counters on that Pokémon. You can't use more than 1 Darkest Impulse Poké-Body each turn."", 'type': 'Poké-Body'}]","[{'name': 'Ram', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Shock Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Discard all Lightning Energy attached to Dark Ampharos.'}]","[{'type': 'Fighting', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",2,Emi Miwa,Rare Holo,,[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/2.png', 'large': 'https://images.pokemontcg.io/ex7/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 28.0, 'mid': 40.12, 'high': 68.99, 'market': 39.4, 'directLow': None}, 'reverseHolofoil': {'low': 30.01, 'mid': 53.59, 'high': 70.0, 'market': 45.0, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex7-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 11.8, 'lowPrice': 7.99, 'trendPrice': 16.79, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 11.98, 'reverseHoloTrend': 24.43, 'lowPriceExPlus': 22.5, 'avg1': 20.0, 'avg7': 12.28, 'avg30': 21.01, 'reverseHoloAvg1': 12.88, 'reverseHoloAvg7': 29.09, 'reverseHoloAvg30': 27.82}}",,['This Pokémon is both Lightning Darkness type.'],,https://prices.pokemontcg.io/tcgplayer/ex7-2,39.4,45.0
